//Index	Message
795	"[error1006] : Você executou o jogo várias vezes ou o GameGuard já está em execução. Feche o jogo e tente novamente."
796	"[error1007] : Um programa ilegal foi detectado. Feche os programas desnecessários e reinicie o jogo."
797	"[error1008] : Os arquivos do sistema do Windows foram parcialmente corrompidos. Tente reinstalar o Internet Explorer (IE)."
798	"[error1009] : O GameGuard não foi executado. Tente reinstalar o arquivo de instalação do GameGuard."
799	"[error1010] : O jogo ou o GameGuard foi alterado."
800	"[error1011-%d] : Se o mesmo erro continuar ocorrendo, envie um e-mail para gameguard@inca.co.kr com o número do erro e os arquivos erl"
801	"Reconectando..."
802	"Entrando..."
803	"Aguardando lista de personagens..."
804	"Aguardando informações do personagem..."
805	"Câmera: LIGADA"
806	"Câmera: DESLIGADA"
807	"Restaurar Câmera"
808	"Barra de Vida: LIGADA"
809	"Barra de Vida: DESLIGADA"
810	"Pedra"
811	"Cajado Absoluto do Arcanjo"
812	"Espada Absoluta do Arcanjo"
813	"Usado no evento online"
814	"Usado ao entrar no Castelo de Sangue"
815	"Recompensa recebida ao retornar ao Arcanjo"
816	"Usado para criar um Manto da Invisibilidade"
817	"Besta Absoluta do Arcanjo"
818	"Botão de Registro de Pedras"
819	"Pedras Adquiridas"
820	"Pedras Registradas (Acumuladas)"
821	"As pedras acumuladas podem ser usadas"
822	"pelo site a partir de 14 de outubro."
823	"Coletando Pedras. Por favor, entregue-me as pedras que você adquiriu!"
824	"Fechamento do Portão do Castelo de Sangue (em %d segundos)"
825	"Infiltração no Castelo de Sangue (em %d segundos)"
826	"O evento Castelo de Sangue termina em %d segundos"
827	"O evento Castelo de Sangue será encerrado em %d segundos"
828	"Entrada no Castelo de Sangue (em %d segundos)"
829	""
830	"Vejo que você possui o Manto da Invisibilidade. Mas precisa esperar o portão abrir para entrar no Castelo de Sangue."
831	"Sua coragem é admirável, mas você precisa de um Manto da Invisibilidade para entrar no Castelo de Sangue. Precisa de mais do que coragem, guerreiro."
832	"Sua vontade de ajudar o Arcanjo é apreciada. Mas tenha cuidado, jovem guerreiro, pois o Castelo de Sangue é um lugar perigoso. Que Deus esteja"
833	"Ah! Grande guerreiro. Graças à sua ajuda, conseguimos proteger as terras dos soldados de Kundun. Como forma de nosso agradecimento,"
834	"Vejo que você é um guerreiro em treinamento. Confiarei em sua coragem. Vá em frente, derrote essas criaturas malignas e traga-me de volt"
835	"Se você acha que é um guerreiro corajoso o suficiente, vá ao Castelo de Sangue. Dizem que você pode receber a bênção do Arcanjo."
836	"Você veio comprar um Manto da Invisibilidade? Adquira o 'Pergaminho do Arcanjo' e um 'Osso de Sangue' e visite o Goblin do Chaos"
837	"Você veio consertar alguma coisa? Não sei onde fica o Castelo de Sangue. Por que não pergunta ao Espírito do Arcanjo em Devias?"
838	"O Castelo de Sangue é um lugar extremamente perigoso. Talvez seja melhor ir com outros tão corajosos quanto você se quiser ajudar o Arcan"
839	"Você está indo para o Castelo de Sangue? Por favor, ajude o Arcanjo. Por favor!"
840	"Você encontrará o 'Pergaminho do Arcanjo' e o 'Osso de Sangue' caçando monstros no Continente de Mu."
841	"O Arcanjo protege esta terra das mãos malignas de Kundun desde o início. Tenho certeza de que ele ficaria feliz em saber"
842	"Parece que o único que pode ajudar o Arcanjo é você."
843	"A bebida que vendo aqui fortalece os guerreiros. Sirva-se para derrotar as criaturas malignas no Castelo de Sangue."
844	"Ouvi dizer que as criaturas do Castelo de Sangue são ferozes. E você vai para lá? Você é realmente corajoso."
845	"O Arcanjo está lutando sozinho contra as criaturas malignas de Kundun no Castelo de Sangue! Se você é realmente tão corajoso quanto diz,"
846	"Mensageiro do Arcanjo"
847	"O %dº Castelo (nível %d-%d)"
848	"O %dº Castelo (acima do nível %d)"
849	"Arcanjo"
850	"Você pode entrar no Castelo de Sangue agora."
851	"Você poderá entrar no Castelo de Sangue em %d minutos."
852	"O horário para entrar no Castelo de Sangue passou."
853	"A capacidade máxima do Castelo de Sangue foi atingida. O número máximo permitido é 10."
854	"O nível do Manto da Invisibilidade está incorreto."
855	"Mesmo que você morra ou use o 'comando de transporte' ou o 'Pergaminho de Portal da Cidade' durante a missão, não desconecte até que a missão t"
856	"A arma foi encontrada. Obrigado. É melhor sair daqui rapidamente."
857	"Parabéns! Você concluiu com sucesso"
858	"a Missão do Castelo de Sangue!"
859	"Infelizmente, você falhou"
860	"em concluir a Missão do Castelo de Sangue."
861	"EXP recebida: %d"
862	"Zen recebido: %d"
863	"Pontos do Castelo de Sangue: %d"
864	"Monstro: ( %d/%d )"
865	"Tempo Restante"
866	"Esqueleto Mágico: ( %d/%d )"
867	"Você não pode entrar mais de %d vezes por dia."
868	"É permitida a entrada %d vezes"
869	"Agenda de %d %s %s"
870	"Machado do Dragão Chaos, Cajado do Relâmpago Chaos"
871	"Arco da Natureza Chaos"
872	"Asas(7 tipos), Fruta, Convite do Diabo"
873	"Dinorant, itens +10 ~ +11, Manto da Invisibilidade"
874	""
875	""
876	""
877	""
878	""
879	"Dano da Habilidade: %d~%d"
880	"Redução de Mana: %d"
881	"Duração: %d segundos"
882	"Usando pedra acumulada"
883	"O Mini Jogo Stone Rush vai até o dia 21"
884	"O Evento de Leilão Grátis vai até o dia 15"
885	"Pode ser acessado pela página inicial"
886	"Você foi registrado com sucesso."
887	"Este número de série já foi registrado."
888	"Você excedeu o número máximo de registros."
889	"Número de série incorreto."
890	"Erro desconhecido"
891	"Digite o número da sorte de 12 dígitos"
892	"escrito no cartão vencedor de 100%%."
893	"Digite o número da sorte"
894	"Ex) AUS919DKL2J9"
895	"Número da sorte registrado"
896	"Deixe pelo menos um espaço vazio no seu inventário."
897	"Período de registro do número da sorte"
898	"28 de out. de 2007 ~ 30 de nov."
899	"Você já está registrado."
900	"As pedras registradas no Arqueiro Dourado"
901	"28 de out. ~ 4 de nov."
902	"1 Pedra = 3.000 Zen"
903	"Troca de Pedras"
904	"Registre o número da sorte no cartão vencedor de 100%%."
905	"Consulte o anúncio no site oficial para saber como receber um cartão vencedor de 100%."
906	""
907	""
908	""
909	""
910	""
911	""
912	""
913	""
914	""
915	""
916	""
917	""
918	""
919	""
920	""
921	""
922	""
923	""
924	""
925	""
926	""
927	""
928	""
929	""
930	""
931	""
932	""
933	""
934	""
935	""
936	""
937	""
938	""
939	""
940	"Não é permitido espaço nos nomes de guildas"
941	"Não são permitidos símbolos nos nomes de guildas"
942	"Ocorreu um erro ao criar a guilda"
943	""
944	""
945	""
946	""
947	""
948	""
949	""
950	""
951	""
952	""
953	""
954	""
955	""
956	""
957	""
958	""
959	""
960	""
961	""
962	""
963	""
964	""
965	""
966	""
967	""
968	""
969	""
970	""
971	""
972	""
973	""
974	""
975	""
976	""
977	""
978	""
979	""
980	""
981	""
982	""
983	""
984	""
985	""
986	""
987	""
988	""
989	""
990	""
991	""
992	""
993	""
994	""
995	""
996	""
997	""
998	""
999	""
end
